Beer Name,Brewery,Style,ABV,Min IBU,Max IBU,Bitter,Sweet,Sour,Salty,Fruits,Spices,Malty,Review,Description
Commodore Perry,Great Lakes Brewing Company,IPA,7.7,35,60,51,47,40,1,45,6,42,3.97,"Notes:A medium-bodied and well hopped India pale ale with a dry, fruity finish. Named in honor of the hero of the Battle of Lake Erie during the War of 1812. ""Don't Give Up the Sip!\t"
East India Pale Ale,Brooklyn Brewery,IPA,6.9,35,60,73,28,35,2,36,8,53,3.72,"Notes:Plenty of IPAs will promise you the moon and the stars, looking to seduce you with words of smashing bitterness and hops everlasting. Actually, we're not here to ""blow you away with a lupulin cannon,"" or ""peel the enamel off your teeth."" East IPA is a clean, drinkable IPA that's packed with flavor and offers a bold balance, not a smack in the head. American hops soar in the bright piney aroma, while East Kent Goldings hops bring the taste of stone fruits and firm bitterness from IPA's ancestral British home. Give our East IPA a try with some rich crab cakes or salmon, strike up a conversation with farmhouse cheddars, and find harmony alongside spicy dishes. East IPA's blend of tradition and exuberance sets the standard for hop-driven deliciousness.\t"
Brutal,Rogue Ales,IPA,6.2,35,60,73,39,36,0,46,1,55,4.1,"Notes:Formerly known as Brutal IPA, Brutal Bitter Ale, and Portland State IPA (2010).An Imperial bitter with exotic traditional floor malts, citrusy, hoppy flavor and stupendous hop aroma. Rogue brewmaster John Maier describes his Brutal IPA as a cross between a Very Extra Special Bitter and an Indian Pale Ale. Hedonistic!8 INGREDIENTS: 2-Row, Carawheat, C15 & Rogue Farms Dare™ & Risk™ Malts; Rogue Farms Alluvial™ Hops; Free Range Coastal Water & Pacman Yeast.15° Plato / 46 IBU / 81 AA / 13° Lovibond\t"
India AleSamuel Smith Old Brewery (Tadcaster),Samuel Smith Old Brewery (Tadcaster),IPA,5,35,60,53,42,28,1,33,12,53,3.87,Notes:
Blackheart,Three Floyds Brewing Co. & Brewpub,IPA,8.5,35,60,80,42,58,1,57,15,77,4.01,"Notes:A throwback historical ale brewed when English IPA's were hopped up to last the long voyage from England to Colonial troops in India, using English malts, English hops, English yeast and aged slightly on toasted oak for a 19th century taste.78 IBU\t"
Blind Faith,Magic Hat Brewing Company,IPA,6.2,35,60,56,47,69,0,72,4,71,3.85,"Notes:An ale of enlightenment created to aid in deciphering the puzzles along life's road, and to interpret signs in the voyages of the spirit. Blind Faith is an extremely well-balanced India Pale Ale with a crisp, refreshing hop bitterness and a deep malt body to match.60 IBU\t"
Fuggles IPA,Shipyard Brewing Co.,IPA,5.8,35,60,85,53,74,3,73,11,69,3.17,"Notes:Fuggles is a single-hopped, dry, crisp ale that is wonderfully balanced and deceptively smooth.\t"
HopFish IPA,Flying Fish Brewing Company,IPA,6.2,35,60,62,48,29,2,44,5,79,3.77,"Notes:The Hopfish -- a brilliant little thing. Catch one, and reminisce about the classic days of IPAs fortified by multiple additions of hops, and balanced with the residual sweetness of caramel malts. The Hopfish is always ready to take on the harsh conditions of the even changing beer world.\t"
Lost Sailor India Pale Ale,Berkshire Brewing Company Inc.,IPA,5.8,35,60,61,52,21,1,25,1,51,4.1,"Notes:You don’t need a compass to find your way to our flagship India Pale Ale. This classic British-inspired IPA boasts a well-rounded malt profile, complex floral and citrus aromas, and generous Goldings dry hopping. Well balanced between malt sweetness and hop bitterness.\t"
IPA,Arcadia Brewing Company,IPA,6,35,60,92,45,73,1,90,9,90,3.59,"Notes:Dry-hopped with Columbus hops in our open fermenters, our IPA boasts a bright floral aroma and flavor reminiscent of pine and lemon peel. The pronounced hop bitterness is balanced by a medium-bodied caramel and biscuity malt character with a nutty finish. It showcases many subtle earthy bitter notes, rather than the resinous citrus-rind bite often featured in many American-style IPA's.1060 OG; 41 IBU\t"
Sweet Child Of Vine,Fulton Beer,IPA,6.4,35,60,46,43,26,3,32,9,67,3.73,"Notes:Generous quantities of Simcoe and Glacier hops are added throughout the boil. Then, late in fermentation, we infuse the Sweet Child with another dose of Glaciers, imparting a bouquet of hop aroma that veritably bursts forth upon serving. 6.4% ABV69 IBUs15.8 Plato12.5 SRM\t"
India Pale Ale,Meantime Brewing Company Limited,IPA,7.5,35,60,62,70,55,1,73,11,84,4.03,Notes:
India Pale Ale,Green Man Brewery,IPA,6.2,35,60,74,15,27,0,30,6,50,3.73,"Notes:Green Man India Pale Ale is delectably hoppy with a properly balanced body. Generous hop additions give it a wonderful bitterness and pleasant floral nose, while our combination of traditional British malts creates a rich, satisfying flavor and alluring copper color. This authentic English-style IPA is our flagship ale.\t"
Hitachino Nest Japanese Classic Ale,Kiuchi Brewery,IPA,7,35,60,64,70,73,0,105,27,77,3.72,Notes:Hitachino Japanese Classic Ale is brewed following the original India Pale Ale brought to Japan in the 19th century . It is slowly matured in Cedar casks which are commonly used in the brewing of traditional Japanese sake.\t
Cold Hop British-Style Ale,Boulder Beer / Wilderness Pub,IPA,6.8,35,60,98,90,78,6,98,8,98,3.94,Notes:
Bad Elf Winter's Ale,Ridgeway Brewing,IPA,6,35,60,64,43,40,1,46,25,70,3.75,Notes:
Naughty 90,Toppling Goliath Brewing Company,IPA,8,35,60,57,54,24,0,33,29,102,4.5,"Notes:Our Naughty 90 Oaked IPA was inspired by ocean bound, oak barreled brews of the 1800’s. Packed with hops on a 90-minute schedule, uniquely malted, then aged on a bed of oak, this IPA delivers a taste that is both innovative and timeless.100+ IBU\t"
ImPaled Ale,"Middle Ages Brewing Co., Ltd.",IPA,6.5,35,60,79,67,58,0,63,3,83,3.81,Notes:
India Pale Ale,St. Peter's Brewery Co Ltd,IPA,5.5,35,60,73,42,38,0,32,12,69,3.47,"Notes:This ale is traditionally highly hopped and robust to survive the long voyage to the Indian sub-continent. The result is a full-bodied Pale Ale with a zesty character. Dark golden in colour, pleasing toffee aromas, and distinctive floral citrus flavours.\t"
Kennebunkport IPA,Federal Jack's Restaurant & Brew Pub,IPA,6.2,35,60,43,34,16,1,16,2,36,2.88,Notes:
Hopnotic India Pale Ale,Cricket Hill Brewing Co.,IPA,6.5,35,60,96,50,68,4,91,10,60,3.47,Notes:
Fuller's India Pale Ale,Fuller Smith & Turner PLC,IPA,4.9,35,60,57,28,34,0,33,6,53,4.08,Notes:
El Guapo Agave IPA,O'Connor Brewing Co.,IPA,7.5,35,60,30,29,28,0,31,5,24,3.33,Notes:70 IBU\t
Worthington's White Shield,Museum Brewing Company / White Shield Brewery,IPA,5.6,35,60,58,48,46,1,46,17,82,3.93,Notes:
Old East India Pale Ale,Sea Dog Brewing Company,IPA,6.2,35,60,79,56,32,0,36,6,69,3.61,"Notes:Fashioned after the famous ales from Burton-On-Trent which took on such bold character after surviving the long, rolling voyage from London to Calcutta in the days of the Empire. This is an amber colored masterpiece in the world of beer styles.\t"
Duke Of Wellington India Pale Ale,Granite City Food & Brewery,IPA,5.2,35,60,64,30,35,1,37,4,51,3.35,Notes:The copper color of this India Pale Ale hints at the strong malt character needed to support the huge hoppy flavors and defining bitterness of this classic beer.\t
Deuchars IPA,The Caledonian Brewing Company,IPA,4.4,35,60,57,20,29,1,31,18,59,4.02,Notes:4.4% ABV in bottles and 3.8% in cask.\t
Southampton Burton IPA,Southampton Publick House,IPA,6.5,35,60,89,77,61,0,67,7,100,4.14,Notes:
Greene King IPA,Greene King / Morland Brewery,IPA,3.6,35,60,52,20,12,0,11,19,37,3.43,Notes:
Flagship IPA,Carolina Brewery,IPA,5.9,35,60,78,37,31,3,35,5,80,3.7,"Notes:This India Pale Ale is an oldie but goodie. Floral and piney hops rise from a crisp nose, with strong notes of caramunich and caramel malts. The perfect pairing for any meal!87 IBU\t"
St-Ambroise India Pale Ale,McAuslan Brewing,IPA,6.2,35,60,107,51,77,1,85,14,92,3.57,"Notes:McAuslan presents its New World take on the classic IPAs of the 19th-century England. In those days, the beers was brewed extra-strong and generously hopped to help it survive the long journey to India. Inspired by that history and today’s blod American IPAs, we’ve married Cascade and Chinook hops with a subtle blend of malts -anyone who appreciates strong ale will love it. Hop bitterness and malt smoothness: it’s a journey your taste buds will enjoy time and again.\t"
Proper Job,St. Austell Brewery,IPA,5.5,35,60,59,27,43,0,53,12,33,4,"Notes:An award-winning modern India Pale Ale, packed full of citrus, pineapple and grapefruit resinous flavours with a fine crisp bitter finish. On cask at 4.5%, bottled and canned at 5.5%, on keg at 4.5% and exported in keg at 5.5%.\t"
Dead Elephant,Railway City Brewing Company,IPA,6.5,35,60,63,62,57,0,75,8,63,3.67,"Notes:Dead Elephant is a full bodied golden pale ale that pours with a linen white medium density head leaving spider web lace on the glass. On the palate, the flavour is sweet and fruity malts up front (apricot, mango) with a bit of candy, and slight grassy notes that fall away to reveal a hint of biscuit with rather pleasant grapefruit and perfume undertones. To the nose, there is a mild malt aroma that accentuates the robust floral bouquet derived from the hops.\t"
Dead Horse IPA,McNeill's Brewery,IPA,5.7,35,60,77,44,44,2,50,7,86,3.72,Notes:
Trinity IPA,Trinity Brewhouse,IPA,7,35,60,106,42,44,4,51,8,82,3.66,Notes:
India Pale Ale,"St. George Brewing Company, The",IPA,5.5,35,60,80,48,54,0,58,8,61,3.73,Notes:
90 Minute IPA,Dogfish Head Brewery,IPA,9,65,100,44,40,31,1,36,5,42,4.15,"Notes:Esquire Magazine calls our 90 Minute IPA ""perhaps the best IPA in America."" An imperial IPA best savored from a snifter, 90 Minute has a great malt backbone that stands up to the extreme hopping rate.90 Minute IPA was the first beer we continuously hopped, allowing for a pungent -- but not crushing -- hop flavor.90 IBU\t"
Pliny The Elder,Russian River Brewing Company,IPA,8,65,100,58,51,49,0,80,1,32,4.59,"Notes:Pliny the Elder is brewed with Amarillo, Centennial, CTZ, and Simcoe hops. It is well-balanced with malt, hops, and alcohol, slightly bitter with a fresh hop aroma of floral, citrus, and pine. Best enjoyed FRESH! That is why we make it in such limited supply. Actual bottling date is printed on each bottle!\t"
Lagunitas Sucks,Lagunitas Brewing Company,IPA,7.9,65,100,48,53,43,0,56,8,39,4.26,"Notes:This sad holiday season we didn’t have the brewing capacity to make our favorite seasonal brew, the widely feared BrownShugga’ Ale. You see we had a couple of really good years (thank you very much) and so heading into this season while we are awaiting the January delivery of a new brewhouse we are jammin’ along brewing 80 barrels of IPA and PILS and such every 3 hours. A couple of months back we realized that since we can only brew a mere 60 barrels of Shugga’ every 5 hours, that we were seriously screwed. For every case of Shugga’ brewed, we’d short 3 cases of our favorite daily beers. It’s a drag. This year, we brewed something that we think is also cool and brews more like our daily brews. The new brewhouse will help insure this kind of failure never happens again. It’s a mess that we can not brew our BrownShugga’ this year and we suck for not doing it. There is nothing cool about screwing this up this badly and we know it. Maybe we can sue our own sorry selves. There is no joy in our hearts this holiday and the best we can hope for is a quick and merciful end. F*@& us. This totally blows. Whatever. We freaking munch moldy donkey butt and we just want it to be all over... So this substitute beer is a ‘Cereal Medley’ of Barley, Rye, Wheat, and Oats…. Full of complexishness from the 4 grains, and weighing in at 7.85% abv, Then joyously dry-hopped for that big aroma and resinous hop flavor.\t"
120 Minute IPA,Dogfish Head Brewery,IPA,18,65,100,55,89,42,3,58,18,60,3.55,"Notes:Too extreme to be called beer? 120 Minute IPA is brewed to a colossal 45-degree plato, boiled for a full two hours while being continuously hopped with high-alpha American hops, then dry-hopped daily in the fermenter for a month and aged for another month on whole-leaf hops!120 IBUABV varies from 15-20%.\t"
West Coast IPA,Green Flash Brewing Co.,IPA,8.1,65,100,97,44,65,0,76,9,45,4.11,"Notes:As craft beer pioneers, we embarked on an expedition to brew the benchmark West Coast IPA. We ventured into the unknown and struck gold, discovering a tantalizing menagerie of hops. Simcoe for tropical and grapefruit zest, Columbus for hop pungency, Centennial for pine notes, Citra for citrus zest and Cascade for floral aroma are layered throughout the brewing process. West Coast IPA® exemplifies the Green Flash spirit of adventure and discovery.95 IBUPrior to 2014 7.3% ABV2014 and later 8.1% ABV\t"
Hop Stoopid,Lagunitas Brewing Company,IPA,8,65,100,84,42,43,0,56,2,36,4.16,"Notes:Clean this mess up or else we'll all end up in jail...those test tubes and the scale...just get 'em all outta here..."" He was referring to the complex super-critical-CO2 hop extraction equipment set up on the table in the lab across from the brewhouse. Hop extracts are for the BIG brewers, he thought - suitable only for crummy sub-standard and barely-passable industrial lagers, not the subtle and elegant craft beer made here. But wrong he was. The New Brewer does not eschew any possible inputs. In this case the mountain of extracts will replace the mountain of hop vegetative material in the kettle thus creating cleaner hop flavors and preventing the otherwise spinach-like mess of a kettle full of super-hopped wort from clogging up a pump or worse. The sensuous honey-like amber ooze was administered intravenously to the wort kettle and the sacrament was complete. Another kettle of Hop Stoopid is once again raised up and fermented on high.\t"
Double Jack,Firestone Walker Brewing Co.,IPA,9.5,65,100,53,76,77,0,118,3,61,4.19,"Notes:A dangerously drinkable Double IPA. Double Jack opens up with bright grapefruit and tangerine American hop aromas. Beautifully crafted undertones of stone fruit are revealed upon first sip, followed by the essence of blue basil and pine. A sturdy pale and crystal malt backbone brings balance to high hop intensity. Complex and aggressively hopped, and flawlessly balanced.\t"
Burton Baton,Dogfish Head Brewery,IPA,10,65,100,40,55,39,1,54,22,53,4.02,"Notes:This oak-aged gentle giant has been gaining popularity over the past few years and is now available year-round.For Burton Baton, we brew two ""threads,"" or batches, of beer: an English-style old ale and an imperial IPA.After fementating the beers separately in our stainless tanks, they're transferred and blended together in one of our large oak tanks. Burton Baton sits on the wood for about a month.When enjoying the Burton Baton, you'll find an awesome blend of the citrus notes from Northwestern hops melding with woody, vanilla notes from the oak. The wood also tends to mellow the 10% ABV of Burton, so tread cautiously!70 IBU\t"
